application_id,age,gender,education,marital_status,dependents,employment_type,employment_length_years,occupation,annual_income,monthly_income,credit_score,existing_loans,total_existing_debt,credit_history_length_years,num_credit_inquiries_6m,delinquent_accounts,loan_amount,loan_term_months,loan_purpose,interest_rate,debt_to_income_ratio,loan_to_income_ratio,monthly_payment,payment_to_income_ratio,property_value,property_type,bank_customer_years,savings_account_balance,checking_account_balance,loan_default
24015,23,Male,Bachelor,Single,2,Contract,,Professional,38464.99,3205.42,734,1,140373.87,6.2,1,0,35243.51,48,Medical,10.73,2.0,0.916,906.27,0.283,88181.39,House,2.4,4078.1,383.35,0
24016,52,F,Bachelor,Married,2,Salaried,,Technician,83085.89,6923.82,731,6,4784.65,5.7,1,1,47796.8,48,Home Improvement,18.73,0.058,0.575,1422.33,0.205,50000.0,Condo,7.9,3842.82,1425.95,0
24017,30,Male,High School,Divorced,1,Salaried,12.1,Manager,27048.92,2254.08,703,0,20461.78,,0,0,19747.72,36,Home Improvement,24.49,0.756,0.73,779.85,0.346,71802.55,House,8.6,517.11,126.21,0
24018,47,Female,High School,Single,0,Self-Employed,5.7,Manager,45442.65,3786.89,658,0,455.26,1.6,0,1,41363.92,36,Home Improvement,17.68,0.01,0.91,1488.77,0.393,339489.88,house,5.2,1566.34,680.23,0
24019,47,Other,Bachelor,Married,4,Salaried,18.6,Manager,20000.0,1666.67,765,1,32512.87,15.9,1,1,24036.76,36,Debt Consolidation,5.24,1.626,1.202,723.0,0.434,117386.31,House,2.6,7957.21,62.68,1
24020,30,Male,Bachelor,Married,2,Salaried,,Other,35464.9,2955.41,711,1,20592.49,8.4,2,0,15928.65,36,Home Improvement,19.33,0.581,0.449,586.54,0.198,238691.36,House,5.4,20566.32,132.79,0
24021,42,Male,High School,Single,0,Self-Employed,4.8,Service,37427.46,3118.96,471,2,78154.9,12.9,1,0,24565.89,48,Home Improvement,8.38,2.0,0.656,604.12,0.194,294697.6,House,0.8,3111.58,430.36,0
24022,23,Female,Bachelor,Married,0,Salaried,,Clerical,132288.15,11024.01,639,0,17885.36,,0,0,34712.32,12,Other,17.94,0.135,0.262,3181.43,0.289,197063.0,House,5.0,876.79,523.25,0
24023,24,Other,High School,Single,3,Self-Employed,7.1,Service,27570.27,2297.52,611,1,11114.31,1.0,0,0,18345.98,36,Home Improvement,17.21,0.403,0.665,656.0,0.286,208712.51,Condo,6.2,930.96,874.5,1
24024,31,Male,High School,Married,3,Salaried,4.2,Other,23842.57,1986.88,717,1,12823.9,6.2,0,0,38771.95,36,Other,16.39,0.538,1.626,1370.58,0.69,113020.88,None,3.0,46888.1,273.74,0
24025,48,Male,bachelor,married,1,Unemployed,3.2,Service,51513.56,4292.8,686,2,2965.52,1.6,0,0,41059.23,36,Debt Consolidation,13.71,0.058,0.797,1397.53,0.326,81989.31,Condo,1.2,44232.81,1875.45,1
24026,28,Male,Bachelor,Married,0,Self-Employed,3.4,Other,124841.01,10403.42,577,1,6581.11,,1,1,16959.1,48,Education,5.58,0.053,0.136,395.03,0.038,213102.32,House,3.4,2004.52,530.07,1
24027,36,Female,High School,Divorced,1,Self-Employed,5.7,Sales,70072.37,5839.36,583,1,48293.7,1.0,0,0,10876.28,12,Debt Consolidation,22.16,0.689,0.155,1018.8,0.174,,House,3.2,16253.55,266.69,0
24028,44,Male,Bachelor,Married,0,Salaried,2.8,Professional,20000.0,1666.67,850,3,46516.27,2.3,0,1,10631.35,12,Debt Consolidation,9.02,2.0,0.532,929.83,0.558,50000.0,Condo,0.5,2839.94,389.77,0
24029,36,Female,Bachelor,Single,1,Salaried,,Service,51713.58,4309.46,564,3,7064.86,3.2,1,0,22835.13,48,Home Improvement,9.41,0.137,0.442,572.71,0.133,144367.13,Apartment,7.7,8192.8,2454.51,1
24030,51,Female,Bachelor,Married,0,Salaried,6.4,Other,113055.9,9421.32,681,0,22143.79,8.0,0,1,32483.79,24,Home Improvement,7.68,0.196,0.287,1464.42,0.155,203230.12,Apartment,2.3,5392.31,1080.49,0
24031,53,Female,Bachelor,Married,0,Self-Employed,5.0,Manager,69458.54,5788.21,850,1,19835.11,,1,0,46437.27,12,Education,12.97,0.286,0.669,4147.0,0.716,81379.5,Condo,1.4,1307.17,1034.85,1
24032,21,Male,Bachelor,Married,1,Self-Employed,3.6,Service,140295.82,11691.32,685,1,3432.64,11.8,0,0,17043.37,60,Business,9.39,0.024,0.121,357.03,0.031,186946.02,Condo,2.8,,362.43,0
24033,37,Male,High School,Married,2,Self-Employed,0.5,Technician,63573.48,5297.79,824,0,16294.4,,1,0,36186.31,36,Debt Consolidation,13.27,0.256,0.569,1223.97,0.231,189321.59,Apartment,4.1,183.02,312.13,0
24034,41,Other,High School,Married,1,Contract,,Other,39673.18,3306.1,602,2,9971.16,17.0,0,0,50439.59,24,Business,22.33,0.251,1.271,2624.94,0.794,174831.58,House,2.1,,322.69,0
24035,54,Female,bachelor,Single,0,Salaried,,Sales,82011.81,6834.32,713,1,2140.58,3.2,0,0,28107.34,12,Debt Consolidation,24.44,0.026,0.343,2663.81,0.39,302980.01,Condo,7.4,5531.04,6123.52,0
24036,21,M,High School,Single,0,Salaried,4.9,Service,35941.41,2995.12,665,2,25241.07,1.1,1,0,33381.21,60,Medical,18.9,0.702,0.929,864.09,0.288,91681.63,Condo,,13948.47,262.71,0
24037,32,Male,bachelor,Divorced,3,Salaried,2.4,Technician,22419.9,1868.32,728,2,7023.6,2.8,2,0,32907.96,48,Home Improvement,12.35,0.313,1.468,872.26,0.467,199913.51,Apartment,5.0,2524.91,122.75,0
24038,31,Male,Bachelor,Single,1,Unemployed,0.0,Manager,59408.84,4950.74,638,2,32282.67,26.4,3,0,57859.09,24,Home Improvement,13.07,0.543,0.974,2752.63,0.556,50000.0,Condo,2.7,,11000.74,0
24039,25,Male,Bachelor,Single,2,Salaried,1.0,Technician,25857.37,2154.78,628,0,2813.6,2.2,1,0,41121.5,60,Other,9.81,0.109,1.59,869.87,0.404,104940.26,House,19.7,219.75,2392.9,0
24040,35,F,High School,Divorced,1,Contract,5.9,Professional,42451.04,3537.59,591,4,261863.56103813354,11.5,1,0,20785.5,48,Other,16.94,0.064,0.49,599.12,0.169,610765.14,house,1.8,,12505.19,0
24041,42,Male,Bachelor,Married,2,Salaried,14.7,Technician,129199.24,10766.6,762,2,14323.58,1.0,1,1,26881.07,12,Business,18.95,0.111,0.208,2476.63,0.23,255327.94,Condo,1.5,7588.88,7232.52,0
24042,28,Male,Bachelor,Single,1,Salaried,2.5,Technician,20000.0,1666.67,621,1,13638.98,1.0,1,1,25671.54,48,Debt Consolidation,22.98,0.682,1.284,822.53,0.494,77433.56,House,,761.55,3108.34,0
24043,31,Male,High School,Married,0,Salaried,,Manager,41457.48,3454.79,616,2,4370.96,6.3,0,2,29721.89,24,Other,22.33,0.105,0.717,1546.76,0.448,89227.74,House,3.4,,1833.62,0
24044,37,Female,Bachelor,Single,3,Salaried,2.8,Professional,33806.05,2817.17,596,2,2459.42,6.9,2,1,10943.34,60,Business,13.98,0.073,0.324,254.52,0.09,,None,0.7,301.55,444.99,0
24045,30,Female,Master,Divorced,0,Salaried,9.1,Professional,20000.0,1666.67,539,2,2190.89,27.8,2,1,24383.79,36,Debt Consolidation,18.8,0.11,1.219,891.35,0.535,139358.17,House,8.7,4194.1,964.81,1
24046,25,Male,High School,Divorced,0,Contract,7.7,Other,122065.66,10172.14,657,2,23225.46,11.0,2,0,18339.72,36,Medical,12.61,0.19,0.15,614.5,0.06,81347.83,Apartment,5.6,34675.58,8962.05,0
24047,29,Male,Master,Married,1,Self-Employed,2.3,Manager,20000.0,1666.67,595,1,886.15,9.6,0,2,51355.9,60,Education,21.23,0.044,2.0,1396.0,0.838,71398.72,Apartment,,13337.95,4135.5,1
24048,34,Other,Bachelor,Single,1,Salaried,0.0,Technician,126193.25,10516.1,761,0,23469.65,1.6,2,0,17237.7,12,Business,23.9,0.186,0.137,1629.16,0.155,164365.82,House,,7290.32,187.33,0
24049,44,Female,Bachelor,Married,2,Salaried,2.0,Sales,29312.15,2442.68,850,0,9141.78,2.6,1,1,24321.04,36,Education,21.44,0.312,0.83,921.8,0.377,206032.65,House,0.5,2325.42,1625.1,0
24050,35,Male,PhD,Single,0,Salaried,7.2,Other,194253.56,16187.8,657,2,6020.06,,2,0,6256.83,36,Business,7.27,0.031,0.032,193.97,0.012,235301.44,House,16.4,90341.6,437.12,0
24051,33,Other,High School,Married,0,Salaried,10.2,Other,20000.0,1666.67,850,1,3400.82,8.5,2,1,58241.78,12,Home Improvement,23.18,0.17,2.0,5484.23,1.0,168497.23,House,5.6,29553.47,115.53,0
24052,37,Female,High School,Divorced,2,Salaried,2.9,Clerical,20000.0,1666.67,726,0,1625.86,8.2,1,1,8756.21,24,Medical,5.87,0.081,0.438,387.57,0.233,74475.3,Apartment,3.5,256.81,3404.05,0
24053,54,Male,bachelor,Married,2,Salaried,0.1,Clerical,20000.0,1666.67,660,3,63096.18,1.0,1,1,31193.49,36,Debt Consolidation,13.35,2.0,1.56,1056.3,0.634,149319.69,house,4.1,1024.97,297.34,1
24054,32,M,Master,Married,1,Salaried,4.0,Clerical,31071.59,2589.3,598,2,54471.91,,1,0,55188.66,12,Debt Consolidation,15.85,1.753,1.776,5003.4,1.0,151483.84,Apartment,5.2,417.65,1521.05,1
24055,69,Male,Bachelor,Divorced,2,Salaried,0.5,Clerical,57218.87,4768.24,708,2,14479.8,6.1,0,0,18256.71,24,Business,15.86,0.253,0.319,892.68,0.187,125846.19,House,9.3,1951.6,6938.55,0
24056,45,Male,High School,Single,0,Self-Employed,6.4,Clerical,58746.65,4895.55,684,3,1337.67,19.5,1,1,100000.0,12,Home Improvement,8.17,0.023,1.702,8706.71,1.0,376333.08,House,7.8,15339.69,217.43,0
24057,21,Male,High School,Divorced,2,Self-Employed,,Sales,379578.04,31631.5,668,3,101807.38,7.1,0,0,8826.05,36,Home Improvement,23.03,0.268,0.023,341.79,0.011,186674.99,None,5.7,127.11,580.76,0
24058,37,Female,Bachelor,Married,1,Unemployed,,Clerical,34955.09,2912.92,742,1,38381.46,12.5,0,0,70325.08,24,Home Improvement,22.47,1.098,2.0,3664.68,1.0,151910.32,None,0.7,10528.2,216.81,0
24059,21,Female,bachelor,Single,1,Salaried,,Service,100427.99,8369.0,702,4,107359.76,5.3,1,0,18954.77,48,Business,13.84,1.069,0.189,516.45,0.062,75151.61,None,5.4,322.48,265.71,0
24060,66,Female,High School,Divorced,2,Salaried,1.9,Service,96850.35,8070.86,713,1,59718.89,1.8,2,1,31870.01,48,Business,11.44,0.617,0.329,830.52,0.103,86890.75,House,10.8,7160.98,2097.86,0
24061,61,Female,High School,Married,2,Self-Employed,8.0,Service,20000.0,1666.67,596,1,8459.6,1.2,1,0,27288.92,36,Home Improvement,15.12,0.423,1.364,947.58,0.569,237100.21,Condo,23.3,9543.6,1932.75,0
24062,26,F,Master,Single,2,Salaried,14.1,Sales,203508.5,16959.04,577,1,8662.61,30.0,1,1,25444.0,12,Debt Consolidation,14.33,0.043,0.125,2288.5,0.135,861313.29,Condo,,2355.61,1470.21,1
24063,39,Male,bachelor,Single,0,Salaried,3.6,Sales,42992.84,3582.74,719,1,189.91,11.7,0,0,81976.36761707341,36,Other,9.97,0.004,1.036,1437.22,0.401,144875.22,House,3.0,40.6,1814.29,0
24064,37,Female,Bachelor,Married,0,Salaried,0.2,Sales,52795.21,4399.6,631,0,45663.99,,2,0,10193.77,60,Business,9.58,0.865,0.193,214.49,0.049,103032.6,House,7.3,105.65,266.49,1
24065,55,Male,Master,Divorced,4,Salaried,,Service,145963.63,12163.64,614,2,2958.39,9.8,2,0,112342.38650907109,36,Debt Consolidation,13.05,0.02,0.166,818.83,0.067,142149.58,Apartment,2.4,152.42,1600.19,1
24066,42,Male,Master,Married,0,Salaried,3.6,Technician,120164.04,10013.67,810,0,3772.68,6.7,1,0,100000.0,48,Medical,6.77,0.031,0.832,2383.97,0.238,,House,8.8,7628.29,940.17,0
24067,33,Other,Bachelor,Single,0,Self-Employed,1.5,Service,32684.59,2723.72,646,0,30907.64,11.0,1,0,41832.9,36,Home Improvement,23.37,0.946,1.28,1627.42,0.597,80088.01,house,,530.66,756.02,0
24068,46,Male,PhD,Married,2,Contract,2.0,Sales,81818.14,6818.18,727,0,33180.39,6.2,1,0,22308.72,48,Debt Consolidation,17.04,0.406,0.273,644.18,0.094,203422.22,Apartment,4.9,802.65,787.1,0
24069,44,Female,Master,Married,1,Salaried,1.6,Other,60354.45,5029.54,702,3,200000.0,1.0,0,0,10923.55,36,Home Improvement,6.42,2.0,0.181,334.4,0.066,277300.5,House,,814.12,35130.67,1
24070,35,Male,High School,Married,2,Self-Employed,3.4,Clerical,61926.36,5160.53,782,3,3846.45,4.3,1,2,11725.66,12,Medical,24.36,0.062,0.189,1110.82,0.215,126750.67,Apartment,1.0,10.82,366.09,0
24071,41,Male,Master,Divorced,1,Salaried,0.8,Clerical,36235.62,3019.64,606,4,8299.7,10.4,2,0,27662.59,36,Home Improvement,24.09,0.229,0.763,1086.59,0.36,366763.73,House,3.4,95520.33,1754.66,0
24072,21,Male,High School,Married,2,Salaried,1.3,Technician,49037.66,4086.47,669,0,15236.51,6.9,1,0,28811.85,48,Other,6.75,0.311,0.588,686.6,0.168,212557.64,House,4.7,16090.0,540.38,0
24073,50,F,High School,Single,0,Salaried,4.0,Other,81765.32,6813.78,643,2,200000.0,15.3,2,0,49506.61,48,Other,8.7,2.0,0.605,1224.93,0.18,121470.28,House,2.4,,1044.99,1
24074,46,Male,High School,married,4,Self-Employed,29.2,Clerical,20000.0,1666.67,776,1,2739.17,1.0,0,0,58366.54,48,Business,17.02,0.137,2.0,1684.77,1.0,216436.0,Apartment,,13478.97,13054.66,0
24075,40,F,bachelor,Married,0,Salaried,11.2,Sales,51790.25,4315.85,655,1,1555.41,,1,0,10510.48,24,Education,19.05,0.03,0.203,530.07,0.123,436485.48,House,21.6,557.44,1031.03,0
24076,58,Male,High School,Single,3,Salaried,,Other,20000.0,1666.67,677,0,12195.43,18.5,0,0,100000.0,36,Home Improvement,13.82,0.61,2.0,3409.03,1.0,269959.06,House,3.0,1376.65,1881.5,0
24077,48,Male,bachelor,Married,1,Self-Employed,0.1,Clerical,20000.0,1666.67,590,2,6791.2,,2,1,9018.38,48,Education,23.63,0.34,0.451,292.17,0.175,197854.67,Condo,5.5,867.67,197.07,1
24078,45,Male,High School,Married,2,Self-Employed,,Clerical,40149.11,3345.76,839,0,57902.4,6.8,0,0,7601.56,36,Home Improvement,9.18,1.442,0.189,242.36,0.072,84052.98,None,1.5,366.17,1610.49,0
24079,22,Male,Bachelor,Single,0,Salaried,3.8,Technician,20000.0,1666.67,733,1,14184.23,19.5,0,0,73647.48,24,Education,24.32,0.709,2.0,3905.6,1.0,249189.85,house,0.8,12632.64,38554.43,0
24080,21,Male,Bachelor,Single,1,Salaried,3.0,Clerical,45919.67,3826.64,631,2,7462.0,19.5,0,0,22721.04,24,Business,22.08,0.163,0.495,1179.62,0.308,102524.31,Apartment,2.4,34996.56,5120.55,0
24081,48,Male,Master,Married,1,Salaried,3.7,Manager,61222.81,5101.9,633,1,4907.97,3.8,1,0,18243.3,60,Debt Consolidation,5.41,0.08,0.298,347.71,0.068,118075.3,None,13.6,2400.49,35.47,0
24082,54,Female,Bachelor,Single,0,Unemployed,3.9,Service,20000.0,1666.67,607,3,15063.55,10.1,0,0,23571.62,36,Debt Consolidation,8.14,0.753,1.179,740.17,0.444,200332.22,House,11.0,403.66,1132.19,1
24083,29,Female,Bachelor,Married,0,Salaried,4.3,Professional,54245.07,4520.42,813,2,6446.35,3.5,0,0,9479.95,36,Business,24.96,0.119,0.175,376.72,0.083,104810.14,House,0.2,923.81,7279.25,0
24084,56,Female,Bachelor,Divorced,3,Contract,0.2,Manager,44498.92,3708.24,619,1,6977.06,9.9,1,0,40733.54,60,Debt Consolidation,21.66,0.157,0.915,1117.16,0.301,501047.08,House,4.6,4661.29,1267.84,0
24085,31,Other,Bachelor,Single,1,Salaried,2.7,Other,20000.0,1666.67,683,0,1495.14,3.7,1,0,17932.2,48,Home Improvement,20.58,0.075,0.897,551.24,0.331,81968.59,House,4.7,456.8,259.36,0
24086,26,F,Bachelor,Married,0,Self-Employed,4.2,Clerical,115683.34,9640.28,576,1,7143.21,1.0,0,0,17274.9,48,Debt Consolidation,18.32,0.062,0.149,510.34,0.053,510426.74,None,8.6,673.38,4213.17,1
24087,27,Male,Bachelor,Single,1,Salaried,3.5,Service,30689.44,2557.45,617,2,18549.08,6.0,3,0,13603.16,48,Debt Consolidation,11.49,0.604,0.443,354.83,0.139,69223.29,Condo,5.4,1469.46,144.59,0
24088,47,Other,PhD,Single,2,Self-Employed,6.5,Professional,20000.0,1666.67,702,4,1252.99,2.1,1,1,15314.2,36,Home Improvement,6.18,0.063,0.766,467.14,0.28,99243.94,Condo,0.2,100000.0,121.67,0
24089,35,Female,High School,Divorced,0,Self-Employed,24.7,Professional,53388.43,4449.04,667,0,13981.77,8.3,2,0,16575.98,48,Education,8.81,0.262,0.31,411.0,0.092,242231.11,House,1.2,1143.19,14709.45,0
24090,53,F,bachelor,Single,1,Salaried,1.5,Technician,21208.7,1767.39,671,0,9233.31,1.0,0,0,19340.2,12,Debt Consolidation,16.62,0.435,0.912,1760.43,0.996,74441.12,house,13.3,52.58,337.51,1
24091,37,Male,Bachelor,Single,1,Self-Employed,4.2,Service,100221.23,8351.77,665,3,1438.57,6.5,1,0,51607.26,24,Debt Consolidation,11.52,0.014,0.515,2417.78,0.289,50000.0,House,2.7,,2857.09,0
24092,43,Female,bachelor,Single,0,Self-Employed,10.8,Professional,63682.89,5306.91,660,1,35083.26,2.5,2,1,5000.0,24,Medical,8.75,0.551,0.079,227.85,0.043,200727.95,None,5.6,573.24,571.68,0
24093,39,Female,Bachelor,Married,0,Self-Employed,5.1,Clerical,21553.02,1796.08,717,2,221.38,,1,0,18590.66,48,Home Improvement,5.32,0.01,0.863,430.83,0.24,157148.9,House,29.4,46215.48,2016.92,0
24094,37,Male,Master,Married,1,Salaried,,Sales,59142.01,4928.5,777,1,3569.67,13.3,5,0,49058.98,48,Education,12.88,0.06,0.83,1313.21,0.266,276396.62,House,0.4,9734.69,11271.1,0
24095,52,Male,Bachelor,Single,2,Self-Employed,0.1,Clerical,101523.69,8460.31,610,3,313785.65805144043,2.0,0,0,8234.51,48,Medical,17.9,0.034,0.081,241.46,0.029,89479.17,Condo,10.1,384.73,3814.68,0
24096,35,M,Bachelor,Married,1,Salaried,6.4,Service,33196.7,2766.39,680,2,8865.24,6.3,1,0,38928.6,36,Debt Consolidation,22.42,0.267,1.173,1495.17,0.54,418317.13,House,11.3,7291.88,1295.29,0
24097,38,Female,PhD,Single,1,Salaried,7.2,Technician,52934.91,4411.24,660,1,3322.12,5.5,0,1,20892.83,48,Debt Consolidation,17.09,0.063,0.395,603.84,0.137,162523.97,House,19.8,,4743.01,0
24098,26,Other,Master,Married,1,Contract,0.6,Manager,41112.5,3426.04,645,1,14480.06,3.3,1,0,17110.7,48,Business,5.42,0.352,0.416,397.31,0.116,423719.78,Condo,17.9,99726.78,3324.47,0
24099,21,Female,High School,Single,3,Self-Employed,0.1,Other,77326.86,6443.9,736,3,15816.69,1.7,0,0,26196.51,36,Debt Consolidation,5.83,0.205,0.339,794.93,0.123,93023.07,Apartment,12.3,,355.91,0
24100,52,Female,High School,Single,1,Self-Employed,3.2,Service,64099.52,5341.63,701,0,125591.42,,0,0,30580.12,12,Business,6.09,1.959,0.477,2633.19,0.493,223673.24,None,1.1,526.54,7228.55,0
24101,21,Female,High School,Married,0,Salaried,,Manager,214991.02,17915.92,820,2,3161.38,14.3,1,1,7862.19,48,Home Improvement,13.38,0.015,0.037,212.41,0.012,141044.89,Apartment,3.6,,509.1,0
24102,21,Male,Master,Single,0,Salaried,9.1,Clerical,76840.21,6403.35,565,2,5649.77,5.0,0,1,12584.45,24,Medical,6.0,0.074,0.164,557.75,0.087,57936.07,Condo,2.2,24871.14,183.1,0
24103,44,Female,Bachelor,Married,0,Self-Employed,2.5,Technician,27531.16,2294.26,748,2,3576.18,6.7,0,2,69346.64,36,Debt Consolidation,17.68,0.13,2.0,2495.93,1.0,104247.37,house,10.6,11790.71,5572.23,0
24104,45,Male,Bachelor,Divorced,0,Contract,8.7,Technician,20000.0,1666.67,528,1,5385.49,8.2,0,0,5324.69,60,Debt Consolidation,6.4,0.269,0.266,103.93,0.062,134080.07,Apartment,1.5,44373.81,1411.78,0
24105,30,Female,Master,Single,0,Self-Employed,3.4,Professional,31249.73,2604.14,802,0,8089.38,21.4,1,0,18045.22,48,Home Improvement,13.31,0.259,0.577,486.89,0.187,264178.04,House,16.0,29798.14,721.88,0
24106,32,M,Bachelor,Single,2,Salaried,,Technician,20000.0,1666.67,731,2,6595.51,1.0,2,0,31601.27,12,Home Improvement,9.4,0.33,1.58,2769.44,1.0,163777.74,house,9.2,5114.76,168.17,0
24107,38,Male,bachelor,Married,1,Salaried,6.4,Technician,20000.0,1666.67,794,3,1227.38,4.3,4,0,6927.41,36,Other,17.25,0.061,0.346,247.84,0.149,164614.9,None,2.1,2351.29,501.76,0
24108,33,Male,Bachelor,Married,1,Salaried,10.8,Technician,93421.3,7785.11,691,0,4442.13,,1,0,15048.03,36,Home Improvement,7.81,0.048,0.161,470.23,0.06,253839.1,None,3.4,336.77,1432.89,0
24109,46,Male,Bachelor,Married,2,Salaried,1.3,Manager,45313.16,3776.1,664,2,324.41,1.0,1,0,18882.08,48,Medical,11.7,0.007,0.417,494.46,0.131,115888.24,Apartment,0.8,846.89,294.35,1
24110,49,F,Bachelor,Single,1,Salaried,9.7,Sales,52124.99,4343.75,696,3,11463.54,18.8,1,0,35104.01,24,Home Improvement,23.15,0.22,0.673,1841.13,0.424,152733.44,House,,15873.24,3363.12,0
24111,38,Female,High School,Married,2,Salaried,,Clerical,42429.64,3535.8,634,2,28827.3,1.0,1,0,19993.13,48,Home Improvement,19.73,0.679,0.471,605.53,0.171,80809.31,House,0.9,235.97,1761.08,0
24112,26,Male,Master,Married,1,Self-Employed,2.4,Other,146046.64,12170.55,688,2,14142.9,2.3,0,0,18676.85,36,Debt Consolidation,20.91,0.097,0.128,702.79,0.058,,None,4.6,8044.46,68.86,0
24113,52,Female,High School,Married,0,Salaried,18.7,Other,25416.09,2118.01,773,3,22827.07,7.9,1,0,9497.15,48,Business,9.65,0.898,0.374,239.28,0.113,152905.49,Condo,3.6,13703.63,432.49,0
24114,30,F,Bachelor,Single,2,Self-Employed,9.0,Sales,24528.65,2044.05,693,1,7575.75,1.0,0,0,22218.77,24,Business,14.6,0.309,0.906,1073.1,0.525,54426.65,Apartment,2.6,2167.03,1492.78,0
24115,33,Female,bachelor,Married,1,Self-Employed,1.2,Other,24655.68,2054.64,803,3,15062.25,18.3,0,0,11319.21,36,Debt Consolidation,14.78,0.611,0.459,391.17,0.19,214998.9,Apartment,5.8,8476.13,704.98,0
24116,29,Male,Master,Married,2,Salaried,11.9,Other,43401.34,3616.78,785,2,15954.95,16.7,0,0,8149.31,48,Debt Consolidation,23.44,0.368,0.188,263.17,0.073,387626.79,House,0.7,6333.69,527.67,0
24117,46,Female,High School,Single,0,Salaried,30.6,Professional,40850.96,3404.25,717,3,28734.18,4.1,0,0,37779.03,60,Other,20.55,0.703,0.925,1012.51,0.297,152423.5,Apartment,17.7,1837.98,4069.71,0
24118,21,Male,Bachelor,Single,1,Salaried,0.5,Manager,109519.1,9126.59,680,0,637.6,1.0,1,0,25296.79,36,Business,15.79,0.006,0.231,886.74,0.097,247990.63,Apartment,1.9,1625.3,792.46,0
24119,39,Male,Bachelor,Single,1,Contract,,Technician,20000.0,1666.67,684,0,11689.91,2.5,0,0,12060.6,60,Debt Consolidation,21.93,0.584,0.603,332.62,0.2,157558.04,Condo,8.1,54785.7,1332.38,0
24120,46,F,Master,Married,0,Contract,12.0,Professional,237712.89,19809.41,688,0,22384.19,16.1,1,0,20014.7,48,Debt Consolidation,20.47,0.094,0.084,614.08,0.031,219340.83,House,4.0,10486.23,885.12,0
24121,39,Female,bachelor,Married,1,Self-Employed,4.8,Sales,48343.06,4028.59,414,1,11953.68,2.8,1,0,19940.23,60,Home Improvement,15.76,0.247,0.412,482.37,0.12,50000.0,Apartment,15.6,2273.23,84.83,0
24122,21,Male,Master,Single,5,Self-Employed,2.8,Other,99031.5,8252.62,822,2,1280.72,,2,0,15946.75,24,Debt Consolidation,10.25,0.013,0.161,737.7,0.089,179317.83,house,5.3,126.02,1475.56,0
24123,23,Male,Bachelor,Married,0,Salaried,1.5,Professional,46082.39,3840.2,532,2,12060.14,19.0,1,1,78101.22,48,Home Improvement,5.15,0.262,1.695,1803.93,0.47,263189.78,None,,310.1,624.11,0
24124,50,Male,Master,Divorced,0,Self-Employed,7.0,Clerical,45115.11,3759.59,568,1,6423.9,3.7,2,0,24304.37,36,Business,19.65,0.142,0.539,898.91,0.239,130241.87,Apartment,2.2,394.73,2348.07,0
24125,29,F,Bachelor,Single,1,Salaried,0.0,Sales,23112.93,1926.08,768,2,691.22,6.5,0,0,13825.67,48,Medical,20.45,0.03,0.598,424.04,0.22,169171.52,House,2.2,1555.52,1325.19,0
24126,35,Female,Bachelor,married,0,Salaried,16.5,Clerical,61410.09,5117.51,757,3,7375.38,30.0,2,0,7293.54,48,Debt Consolidation,11.56,0.12,0.119,190.49,0.037,309667.44,House,7.7,3582.25,373.35,0
24127,56,Male,masters,Divorced,2,Salaried,9.9,Other,20000.0,1666.67,550,1,515.64,1.9,0,0,25799.59,24,Other,6.69,0.026,1.29,1151.49,0.691,84882.97,Condo,1.1,21697.74,1687.4,1
24128,29,F,High School,Single,1,Self-Employed,26.7,Sales,184823.76,15401.98,685,1,23896.4,5.0,0,0,36100.9,60,Business,5.77,0.129,0.195,694.08,0.045,116381.67,House,0.5,7673.48,7102.08,0
24129,36,M,Bachelor,Single,2,Self-Employed,5.6,Service,88059.43,7338.29,659,0,11699.34,5.0,1,1,23336.39,60,Business,17.64,0.133,0.265,588.03,0.08,,None,,44403.88,848.81,0
24130,33,Female,Bachelor,Divorced,0,Salaried,9.2,Service,36077.96,3006.5,660,0,1066.25,2.7,1,1,17064.4,36,Debt Consolidation,11.67,0.03,0.473,564.1,0.188,464131.69,Condo,1.0,1064.04,286.39,0
24131,32,Male,High School,Single,2,Unemployed,2.5,Professional,20000.0,1666.67,688,2,11489.8,3.8,3,0,12306.32,24,Other,11.86,0.574,0.615,578.5,0.347,95092.88,Condo,1.8,18036.07,3317.1,0
24132,48,Male,Master,Married,0,Salaried,1.5,Sales,20000.0,1666.67,637,0,39456.62,1.0,1,0,18626.02,60,Business,22.52,1.973,0.931,519.95,0.312,,House,2.6,100000.0,324.54,0
